codmun,ano,is_top_100,regiao
240895,2010,0,Nordeste
240910,2007,0,Nordeste
240910,2010,0,Nordeste
240930,2007,0,Nordeste
240930,2010,0,Nordeste
240940,2007,0,Nordeste
240940,2010,0,Nordeste
240950,2007,0,Nordeste
240950,2010,0,Nordeste
240970,2007,0,Nordeste
240970,2010,0,Nordeste
240980,2007,0,Nordeste
240980,2010,0,Nordeste
240990,2007,0,Nordeste
240990,2010,0,Nordeste
241010,2007,0,Nordeste
241010,2010,0,Nordeste
241020,2007,0,Nordeste
241020,2010,0,Nordeste
241025,2007,0,Nordeste
241025,2010,0,Nordeste
241040,2007,0,Nordeste
241040,2010,0,Nordeste
241050,2007,0,Nordeste
241050,2010,0,Nordeste
241060,2007,0,Nordeste
241060,2010,0,Nordeste
241070,2007,0,Nordeste
241070,2010,0,Nordeste
241100,2007,0,Nordeste
241100,2010,0,Nordeste
241105,2007,0,Nordeste
241105,2010,0,Nordeste
241140,2007,0,Nordeste
241140,2010,0,Nordeste
241142,2007,0,Nordeste
241142,2010,0,Nordeste
241150,2007,0,Nordeste
241150,2010,0,Nordeste
241160,2007,0,Nordeste
241160,2010,0,Nordeste
241170,2007,0,Nordeste
241170,2010,0,Nordeste
241180,2007,0,Nordeste
241180,2010,0,Nordeste
241190,2007,0,Nordeste
241190,2010,0,Nordeste
241200,2007,0,Nordeste
241200,2010,0,Nordeste
241200,2010,0,Nordeste
241200,2010,0,Nordeste
241200,2010,0,Nordeste
241210,2007,0,Nordeste
241210,2010,0,Nordeste
241220,2007,0,Nordeste
241220,2010,0,Nordeste
241230,2007,0,Nordeste
241230,2010,0,Nordeste
241240,2007,0,Nordeste
241240,2010,0,Nordeste
241250,2007,0,Nordeste
241250,2010,0,Nordeste
241255,2007,0,Nordeste
241255,2010,0,Nordeste
241260,2007,0,Nordeste
241260,2010,0,Nordeste
241280,2007,0,Nordeste
241280,2010,0,Nordeste
241310,2007,0,Nordeste
241310,2010,0,Nordeste
241320,2007,0,Nordeste
241320,2010,0,Nordeste
241330,2007,0,Nordeste
241330,2010,0,Nordeste
241335,2007,0,Nordeste
241335,2010,0,Nordeste
241340,2007,0,Nordeste
241340,2010,0,Nordeste
241355,2007,0,Nordeste
241355,2010,0,Nordeste
241360,2007,0,Nordeste
241360,2010,0,Nordeste
241370,2007,0,Nordeste
241370,2010,0,Nordeste
241370,2010,0,Nordeste
241370,2010,0,Nordeste
241370,2010,0,Nordeste
241380,2007,0,Nordeste
241380,2010,0,Nordeste
241390,2007,0,Nordeste
241390,2010,0,Nordeste
241410,2007,0,Nordeste
241410,2010,0,Nordeste
241415,2007,0,Nordeste
241415,2010,0,Nordeste
241420,2007,0,Nordeste
241420,2010,0,Nordeste
241430,2007,0,Nordeste
241430,2010,0,Nordeste
241440,2007,0,Nordeste
241440,2010,0,Nordeste
241445,2007,0,Nordeste
241445,2010,0,Nordeste
241450,2007,0,Nordeste
241450,2010,0,Nordeste
241460,2007,0,Nordeste
241460,2010,0,Nordeste
241475,2007,0,Nordeste
241475,2010,0,Nordeste
241500,2007,0,Nordeste
241500,2010,0,Nordeste
250020,2007,0,Nordeste
250020,2010,0,Nordeste
250030,2007,0,Nordeste
250030,2010,0,Nordeste
250040,2007,0,Nordeste
250040,2010,0,Nordeste
250053,2007,0,Nordeste
250053,2010,0,Nordeste
250057,2007,0,Nordeste
250057,2010,0,Nordeste
250060,2007,0,Nordeste
250060,2010,0,Nordeste
250070,2007,0,Nordeste
250070,2010,0,Nordeste
250080,2007,0,Nordeste
250080,2010,0,Nordeste
250090,2007,0,Nordeste
250090,2010,0,Nordeste
250110,2007,0,Nordeste
250110,2010,0,Nordeste
250115,2007,0,Nordeste
250115,2010,0,Nordeste
250120,2007,0,Nordeste
250120,2010,0,Nordeste
250130,2007,0,Nordeste
250130,2010,0,Nordeste
250135,2007,0,Nordeste
250135,2010,0,Nordeste
250140,2007,0,Nordeste
250140,2010,0,Nordeste
250150,2007,0,Nordeste
250150,2010,0,Nordeste
250153,2007,0,Nordeste
250153,2010,0,Nordeste
250153,2010,0,Nordeste
250153,2010,0,Nordeste
250153,2010,0,Nordeste
250157,2007,0,Nordeste
250157,2010,0,Nordeste
250160,2007,0,Nordeste
250160,2010,0,Nordeste
250180,2007,0,Nordeste
250180,2010,0,Nordeste
250200,2007,0,Nordeste
250200,2010,0,Nordeste
250205,2007,0,Nordeste
250205,2010,0,Nordeste
250210,2007,0,Nordeste
250210,2010,0,Nordeste
250215,2007,1,Nordeste
250215,2010,1,Nordeste
250215,2010,1,Nordeste
250215,2010,1,Nordeste
250215,2010,1,Nordeste
250240,2007,0,Nordeste
250240,2010,0,Nordeste
250250,2007,0,Nordeste
250250,2010,0,Nordeste
250260,2007,0,Nordeste
250260,2010,0,Nordeste
250280,2007,0,Nordeste
250280,2010,0,Nordeste
250290,2007,0,Nordeste
250290,2010,0,Nordeste
250300,2007,0,Nordeste
250300,2010,0,Nordeste
250310,2007,0,Nordeste
250310,2010,0,Nordeste
250320,2007,0,Nordeste
250320,2010,0,Nordeste
250330,2007,0,Nordeste
250330,2010,0,Nordeste
250340,2007,0,Nordeste
250340,2010,0,Nordeste
250350,2007,0,Nordeste
250350,2010,0,Nordeste
250355,2007,0,Nordeste
250355,2010,0,Nordeste
250370,2007,0,Nordeste
250370,2010,0,Nordeste
250375,2007,0,Nordeste
250375,2010,0,Nordeste
250380,2007,0,Nordeste
250380,2010,0,Nordeste
250390,2007,0,Nordeste
250390,2010,0,Nordeste
250400,2007,1,Nordeste
250400,2010,1,Nordeste
250403,2007,0,Nordeste
250403,2010,0,Nordeste
250407,2007,0,Nordeste
250407,2010,0,Nordeste
250407,2010,0,Nordeste
250407,2010,0,Nordeste
250407,2010,0,Nordeste
250410,2007,0,Nordeste
250410,2010,0,Nordeste
250415,2007,0,Nordeste
250415,2010,0,Nordeste
250420,2007,0,Nordeste
250420,2010,0,Nordeste
250430,2007,0,Nordeste
250430,2010,0,Nordeste
250435,2007,0,Nordeste
250435,2010,0,Nordeste
250440,2007,0,Nordeste
250440,2010,0,Nordeste
250470,2007,0,Nordeste
250470,2010,0,Nordeste
250480,2007,0,Nordeste
250480,2010,0,Nordeste
250485,2007,0,Nordeste
250485,2010,0,Nordeste
250490,2007,0,Nordeste
250490,2010,0,Nordeste
250500,2007,0,Nordeste
250500,2010,0,Nordeste
250510,2007,0,Nordeste
250510,2010,0,Nordeste
250520,2007,0,Nordeste
250520,2010,0,Nordeste
250523,2007,0,Nordeste
250523,2010,0,Nordeste
250527,2007,0,Nordeste
250527,2010,0,Nordeste
250530,2007,0,Nordeste
250530,2010,0,Nordeste
250535,2007,0,Nordeste
250535,2010,0,Nordeste
250540,2007,0,Nordeste
250540,2010,0,Nordeste
250550,2007,0,Nordeste
250550,2010,0,Nordeste
250560,2007,0,Nordeste
250560,2010,0,Nordeste
250570,2007,0,Nordeste
250570,2010,0,Nordeste
250580,2007,0,Nordeste
250580,2010,0,Nordeste
250590,2007,0,Nordeste
250590,2010,0,Nordeste
250600,2007,0,Nordeste
250600,2010,0,Nordeste
250610,2007,0,Nordeste
250610,2010,0,Nordeste
250620,2007,0,Nordeste
250620,2010,0,Nordeste
250625,2007,0,Nordeste
250625,2010,0,Nordeste
250630,2007,0,Nordeste
250630,2010,0,Nordeste
250640,2007,0,Nordeste
250640,2010,0,Nordeste
250650,2007,0,Nordeste
250650,2010,0,Nordeste
250660,2007,0,Nordeste
250660,2010,0,Nordeste
250670,2007,0,Nordeste
250670,2010,0,Nordeste
250680,2007,0,Nordeste
250680,2010,0,Nordeste
250710,2007,0,Nordeste
250710,2010,0,Nordeste
250720,2007,0,Nordeste
250720,2010,0,Nordeste
250730,2007,0,Nordeste
250730,2010,0,Nordeste
250740,2007,0,Nordeste
250740,2010,0,Nordeste
250750,2007,1,Nordeste
250750,2010,1,Nordeste
250760,2007,0,Nordeste
250760,2010,0,Nordeste
250770,2007,0,Nordeste
250770,2010,0,Nordeste
250780,2007,0,Nordeste
250780,2010,0,Nordeste
250790,2007,0,Nordeste
250790,2010,0,Nordeste
250800,2007,0,Nordeste
250800,2010,0,Nordeste
250810,2007,0,Nordeste
250810,2010,0,Nordeste
250820,2007,0,Nordeste
250820,2010,0,Nordeste
250830,2007,0,Nordeste
250830,2010,0,Nordeste
250840,2007,0,Nordeste
250840,2010,0,Nordeste
250850,2007,0,Nordeste
250850,2010,0,Nordeste
250855,2007,0,Nordeste
250855,2010,0,Nordeste
250860,2007,0,Nordeste
250860,2010,0,Nordeste
250870,2007,0,Nordeste
250870,2010,0,Nordeste
250880,2007,0,Nordeste
250880,2010,0,Nordeste
250890,2007,0,Nordeste
250890,2010,0,Nordeste
250900,2007,0,Nordeste
250900,2010,0,Nordeste
250905,2007,0,Nordeste
250905,2010,0,Nordeste
250910,2007,0,Nordeste
250910,2010,0,Nordeste
250915,2007,0,Nordeste
250915,2010,0,Nordeste
250930,2007,0,Nordeste
250930,2010,0,Nordeste
250933,2007,0,Nordeste
250933,2010,0,Nordeste
250937,2007,0,Nordeste
250937,2010,0,Nordeste
250939,2007,0,Nordeste
250939,2010,0,Nordeste
250940,2007,0,Nordeste
250940,2010,0,Nordeste
250950,2007,0,Nordeste
250950,2010,0,Nordeste
250960,2007,0,Nordeste
250960,2010,0,Nordeste
250970,2007,0,Nordeste
250970,2010,0,Nordeste
250980,2007,0,Nordeste
250980,2010,0,Nordeste
250980,2010,0,Nordeste
250980,2010,0,Nordeste
250980,2010,0,Nordeste
250990,2007,0,Nordeste
250990,2010,0,Nordeste
251000,2007,0,Nordeste
251000,2010,0,Nordeste
251010,2007,0,Nordeste
251010,2010,0,Nordeste
251020,2007,0,Nordeste
251020,2010,0,Nordeste
251020,2010,0,Nordeste
251020,2010,0,Nordeste
251020,2010,0,Nordeste
251020,2010,0,Nordeste
251020,2010,0,Nordeste
251020,2010,0,Nordeste
251020,2010,0,Nordeste
251020,2010,0,Nordeste
251030,2007,0,Nordeste
251030,2010,0,Nordeste
251040,2007,0,Nordeste
251040,2010,0,Nordeste
251050,2007,0,Nordeste
251050,2010,0,Nordeste
251060,2007,0,Nordeste
251060,2010,0,Nordeste
251065,2007,0,Nordeste
251065,2010,0,Nordeste
251070,2007,0,Nordeste
251070,2010,0,Nordeste
251070,2010,0,Nordeste
251070,2010,0,Nordeste
251070,2010,0,Nordeste
251080,2007,0,Nordeste
251080,2010,0,Nordeste
251100,2007,0,Nordeste
251100,2010,0,Nordeste
251100,2010,0,Nordeste
251100,2010,0,Nordeste
251100,2010,0,Nordeste
251110,2007,0,Nordeste
251110,2010,0,Nordeste
251120,2007,0,Nordeste
251120,2010,0,Nordeste
251130,2007,0,Nordeste
251130,2010,0,Nordeste
251140,2007,0,Nordeste
251140,2010,0,Nordeste
251160,2007,0,Nordeste
251160,2010,0,Nordeste
251160,2010,0,Nordeste
251160,2010,0,Nordeste
251160,2010,0,Nordeste
251170,2007,0,Nordeste
251170,2010,0,Nordeste
251180,2007,0,Nordeste
251180,2010,0,Nordeste
251190,2007,0,Nordeste
251190,2010,0,Nordeste
251200,2007,0,Nordeste
251200,2010,0,Nordeste
251203,2007,0,Nordeste
251203,2010,0,Nordeste
251207,2007,0,Nordeste
251207,2010,0,Nordeste
251210,2007,0,Nordeste
251210,2010,0,Nordeste
251230,2007,0,Nordeste
251230,2010,0,Nordeste
251240,2007,0,Nordeste
251240,2010,0,Nordeste
251270,2007,0,Nordeste
251270,2010,0,Nordeste
251272,2007,0,Nordeste
251272,2010,0,Nordeste
251274,2007,0,Nordeste
251274,2010,0,Nordeste
251274,2010,0,Nordeste
251274,2010,0,Nordeste
251274,2010,0,Nordeste
251275,2007,0,Nordeste
251275,2010,0,Nordeste
251276,2007,0,Nordeste
251276,2010,0,Nordeste
251278,2007,0,Nordeste
251278,2010,0,Nordeste
251280,2007,0,Nordeste
251280,2010,0,Nordeste
251290,2007,0,Nordeste
251290,2010,0,Nordeste
251310,2007,0,Nordeste
251310,2010,0,Nordeste
251350,2007,0,Nordeste
251350,2010,0,Nordeste
251360,2007,0,Nordeste
251360,2010,0,Nordeste
251370,2007,0,Nordeste
251370,2010,0,Nordeste
251370,2010,0,Nordeste
251370,2010,0,Nordeste
251370,2010,0,Nordeste
251390,2007,0,Nordeste
251390,2010,0,Nordeste
251390,2010,0,Nordeste
251390,2010,0,Nordeste
251390,2010,0,Nordeste
251392,2007,0,Nordeste
251392,2010,0,Nordeste
251394,2007,0,Nordeste
251394,2010,0,Nordeste
251400,2007,0,Nordeste
251400,2010,0,Nordeste
251410,2007,0,Nordeste
251410,2010,0,Nordeste
251420,2007,0,Nordeste
251420,2010,0,Nordeste
251430,2007,0,Nordeste
251430,2010,0,Nordeste
251440,2007,0,Nordeste
251440,2010,0,Nordeste
251445,2007,0,Nordeste
251445,2010,0,Nordeste
251450,2007,0,Nordeste
251450,2010,0,Nordeste
251455,2007,0,Nordeste
251455,2010,0,Nordeste
251460,2007,0,Nordeste
251460,2010,0,Nordeste
251465,2007,0,Nordeste
251465,2010,0,Nordeste
251470,2007,0,Nordeste
251470,2010,0,Nordeste
251480,2007,0,Nordeste
251480,2010,0,Nordeste
251490,2007,0,Nordeste
251490,2010,0,Nordeste
251500,2007,0,Nordeste
251500,2010,0,Nordeste
251510,2007,0,Nordeste
251510,2010,0,Nordeste
251520,2007,0,Nordeste
251520,2010,0,Nordeste
251530,2007,0,Nordeste
251530,2010,0,Nordeste
251550,2007,0,Nordeste
251550,2010,0,Nordeste
251560,2007,0,Nordeste
251560,2010,0,Nordeste
251570,2007,0,Nordeste
251570,2010,0,Nordeste
251580,2007,0,Nordeste
251580,2010,0,Nordeste
251590,2007,0,Nordeste
251590,2010,0,Nordeste
251597,2007,0,Nordeste
251597,2010,0,Nordeste
251600,2007,0,Nordeste
251600,2010,0,Nordeste
251615,2007,0,Nordeste
251615,2010,0,Nordeste
251620,2007,0,Nordeste
251620,2010,0,Nordeste
251630,2007,0,Nordeste
251630,2010,0,Nordeste
251640,2007,0,Nordeste
251640,2010,0,Nordeste
251670,2007,0,Nordeste
251670,2010,0,Nordeste
251675,2007,0,Nordeste
251675,2010,0,Nordeste
251690,2007,0,Nordeste
251690,2010,0,Nordeste
251700,2007,0,Nordeste
251700,2010,0,Nordeste
251710,2007,0,Nordeste
251710,2010,0,Nordeste
251710,2010,0,Nordeste
251710,2010,0,Nordeste
251710,2010,0,Nordeste
251720,2007,0,Nordeste
251720,2010,0,Nordeste
251740,2007,0,Nordeste
251740,2010,0,Nordeste
260005,2007,0,Nordeste
260005,2010,0,Nordeste
260010,2007,0,Nordeste
260010,2010,0,Nordeste
260020,2007,0,Nordeste
260020,2010,0,Nordeste
260030,2007,0,Nordeste
260030,2010,0,Nordeste
260040,2007,0,Nordeste
260040,2010,0,Nordeste
260050,2007,0,Nordeste
260050,2010,0,Nordeste
260060,2007,0,Nordeste
260060,2010,0,Nordeste
260060,2010,0,Nordeste
260060,2010,0,Nordeste
260060,2010,0,Nordeste
260070,2007,0,Nordeste
260070,2010,0,Nordeste
260080,2007,0,Nordeste
260080,2010,0,Nordeste
260090,2007,0,Nordeste
260090,2010,0,Nordeste
260100,2007,0,Nordeste
260100,2010,0,Nordeste
260105,2007,0,Nordeste
260105,2010,0,Nordeste
260105,2010,0,Nordeste
260105,2010,0,Nordeste
260105,2010,0,Nordeste
260110,2007,0,Nordeste
260110,2010,0,Nordeste
260120,2007,0,Nordeste
260120,2010,0,Nordeste
260130,2007,0,Nordeste
260130,2010,0,Nordeste
260140,2007,0,Nordeste
260140,2010,0,Nordeste
260150,2007,0,Nordeste
260150,2010,0,Nordeste
260170,2007,0,Nordeste
260170,2010,0,Nordeste
260180,2007,0,Nordeste
260180,2010,0,Nordeste
260190,2007,0,Nordeste
260190,2010,0,Nordeste
260200,2007,0,Nordeste
260200,2010,0,Nordeste
260210,2007,0,Nordeste
260210,2010,0,Nordeste
260240,2007,0,Nordeste
260240,2010,0,Nordeste
260250,2007,0,Nordeste
260250,2010,0,Nordeste
260250,2010,0,Nordeste
260250,2010,0,Nordeste
260250,2010,0,Nordeste
260260,2007,0,Nordeste
260260,2010,0,Nordeste
260270,2007,0,Nordeste
260270,2010,0,Nordeste
260280,2007,0,Nordeste
260280,2010,0,Nordeste
260290,2007,0,Nordeste
260290,2010,0,Nordeste
260300,2007,0,Nordeste
260300,2010,0,Nordeste
260320,2007,0,Nordeste
260320,2010,0,Nordeste
260330,2007,0,Nordeste
260330,2010,0,Nordeste
260340,2007,0,Nordeste
260340,2010,0,Nordeste
260345,2007,0,Nordeste
260345,2010,0,Nordeste
260350,2007,0,Nordeste
260350,2010,0,Nordeste
260360,2007,0,Nordeste
260360,2010,0,Nordeste
260370,2007,0,Nordeste
260370,2010,0,Nordeste
260380,2007,0,Nordeste
260380,2010,0,Nordeste
260390,2007,0,Nordeste
260390,2010,0,Nordeste
260392,2007,0,Nordeste
260392,2010,0,Nordeste
260400,2007,0,Nordeste
260400,2010,0,Nordeste
260410,2007,1,Nordeste
260410,2010,1,Nordeste
260415,2007,0,Nordeste
260415,2010,0,Nordeste
260420,2007,0,Nordeste
260420,2010,0,Nordeste
260430,2007,0,Nordeste
260430,2010,0,Nordeste
260430,2010,0,Nordeste
260430,2010,0,Nordeste
260430,2010,0,Nordeste
260440,2007,0,Nordeste
260440,2010,0,Nordeste
260450,2007,0,Nordeste
260450,2010,0,Nordeste
260460,2007,0,Nordeste
260460,2010,0,Nordeste
260460,2010,0,Nordeste
260460,2010,0,Nordeste
260460,2010,0,Nordeste
260470,2007,0,Nordeste
260470,2010,0,Nordeste
260480,2007,0,Nordeste
260480,2010,0,Nordeste
260490,2007,0,Nordeste
260490,2010,0,Nordeste
260500,2007,0,Nordeste
260500,2010,0,Nordeste
260510,2007,0,Nordeste
260510,2010,0,Nordeste
260515,2007,0,Nordeste
260515,2010,0,Nordeste
260520,2007,0,Nordeste
260520,2010,0,Nordeste
260530,2007,0,Nordeste
260530,2010,0,Nordeste
260545,2007,0,Nordeste
260545,2010,0,Nordeste
260550,2007,0,Nordeste
260550,2010,0,Nordeste
260560,2007,0,Nordeste
260560,2010,0,Nordeste
260580,2007,0,Nordeste
260580,2010,0,Nordeste
260590,2007,0,Nordeste
260590,2010,0,Nordeste
260600,2007,0,Nordeste
260600,2010,0,Nordeste
260610,2007,0,Nordeste
260610,2010,0,Nordeste
260630,2007,0,Nordeste
260630,2010,0,Nordeste
260640,2007,0,Nordeste
260640,2010,0,Nordeste
260650,2007,0,Nordeste
260650,2010,0,Nordeste
260660,2007,0,Nordeste
260660,2010,0,Nordeste
260670,2007,0,Nordeste
260670,2010,0,Nordeste
260680,2007,0,Nordeste
260680,2010,0,Nordeste
260710,2007,0,Nordeste
260710,2010,0,Nordeste
260720,2007,0,Nordeste
260720,2010,0,Nordeste
260730,2007,0,Nordeste
260730,2010,0,Nordeste
260740,2007,0,Nordeste
260740,2010,0,Nordeste
260750,2007,0,Nordeste
260750,2010,0,Nordeste
260760,2007,0,Nordeste
260760,2010,0,Nordeste
260770,2007,0,Nordeste
260770,2010,0,Nordeste
260775,2007,0,Nordeste
260775,2010,0,Nordeste
260780,2007,0,Nordeste
260780,2010,0,Nordeste
260790,2007,1,Nordeste
260790,2010,1,Nordeste
260795,2007,0,Nordeste
260795,2010,0,Nordeste
260800,2007,0,Nordeste
260800,2010,0,Nordeste
260805,2007,0,Nordeste
260805,2010,0,Nordeste
260805,2010,0,Nordeste
260805,2010,0,Nordeste
260805,2010,0,Nordeste
260810,2007,0,Nordeste
260810,2010,0,Nordeste
260820,2007,0,Nordeste
260820,2010,0,Nordeste
260825,2007,0,Nordeste
260825,2010,0,Nordeste
260830,2007,0,Nordeste
260830,2010,0,Nordeste
260840,2007,0,Nordeste
260840,2010,0,Nordeste
260840,2010,0,Nordeste
260840,2010,0,Nordeste
260840,2010,0,Nordeste
260845,2007,0,Nordeste
260845,2010,0,Nordeste
260850,2007,0,Nordeste
260850,2010,0,Nordeste
260860,2007,0,Nordeste
260860,2010,0,Nordeste
260870,2007,0,Nordeste
260870,2010,0,Nordeste
260880,2007,0,Nordeste
260880,2010,0,Nordeste
260890,2007,0,Nordeste
260890,2010,0,Nordeste
260900,2007,0,Nordeste
260900,2010,0,Nordeste
260910,2007,0,Nordeste
260910,2010,0,Nordeste
260915,2007,0,Nordeste
260915,2010,0,Nordeste
260920,2007,0,Nordeste
260920,2010,0,Nordeste
260930,2007,0,Nordeste
260930,2010,0,Nordeste
260940,2007,0,Nordeste
260940,2010,0,Nordeste
260950,2007,0,Nordeste
260950,2010,0,Nordeste
260960,2007,1,Nordeste
260960,2010,1,Nordeste
260970,2007,0,Nordeste
260970,2010,0,Nordeste
260980,2007,0,Nordeste
260980,2010,0,Nordeste
260990,2007,0,Nordeste
260990,2010,0,Nordeste
261000,2007,0,Nordeste
261000,2010,0,Nordeste
261010,2007,0,Nordeste
261010,2010,0,Nordeste
261020,2007,0,Nordeste
261020,2010,0,Nordeste
261030,2007,0,Nordeste
261030,2010,0,Nordeste
261040,2007,0,Nordeste
261040,2010,0,Nordeste
261040,2010,0,Nordeste
261040,2010,0,Nordeste
261040,2010,0,Nordeste
261050,2007,0,Nordeste
261050,2010,0,Nordeste
261060,2007,0,Nordeste
261060,2010,0,Nordeste
261070,2007,1,Nordeste
261070,2010,1,Nordeste
261070,2010,1,Nordeste
261070,2010,1,Nordeste
261070,2010,1,Nordeste
261080,2007,0,Nordeste
261080,2010,0,Nordeste
261090,2007,0,Nordeste
261090,2010,0,Nordeste
261110,2007,1,Nordeste
261110,2010,1,Nordeste
261120,2007,0,Nordeste
261120,2010,0,Nordeste
261130,2007,0,Nordeste
261130,2010,0,Nordeste
261140,2007,0,Nordeste
261140,2010,0,Nordeste
261140,2010,0,Nordeste
261140,2010,0,Nordeste
261140,2010,0,Nordeste
261150,2007,0,Nordeste
261150,2010,0,Nordeste
261153,2007,0,Nordeste
261153,2010,0,Nordeste
261153,2010,0,Nordeste
261153,2010,0,Nordeste
261153,2010,0,Nordeste
261160,2007,1,Nordeste
261160,2010,1,Nordeste
261170,2007,0,Nordeste
261170,2010,0,Nordeste
261180,2007,0,Nordeste
261180,2010,0,Nordeste
261190,2007,0,Nordeste
261190,2010,0,Nordeste
261200,2007,0,Nordeste
261200,2010,0,Nordeste
261210,2007,0,Nordeste
261210,2010,0,Nordeste
261210,2010,0,Nordeste
261210,2010,0,Nordeste
261210,2010,0,Nordeste
261220,2007,0,Nordeste
261220,2010,0,Nordeste
261230,2007,0,Nordeste
261230,2010,0,Nordeste
261240,2007,0,Nordeste
261240,2010,0,Nordeste
261245,2007,0,Nordeste
261245,2010,0,Nordeste
261245,2010,0,Nordeste
261245,2010,0,Nordeste
261245,2010,0,Nordeste
261245,2010,0,Nordeste
261245,2010,0,Nordeste
261245,2010,0,Nordeste
261245,2010,0,Nordeste
261245,2010,0,Nordeste
261247,2007,0,Nordeste
261247,2010,0,Nordeste
261250,2007,0,Nordeste
261250,2010,0,Nordeste
261255,2007,0,Nordeste
261255,2010,0,Nordeste
261255,2010,0,Nordeste
261255,2010,0,Nordeste
261255,2010,0,Nordeste
261260,2007,0,Nordeste
261260,2010,0,Nordeste
261270,2007,0,Nordeste
261270,2010,0,Nordeste
261290,2007,0,Nordeste
261290,2010,0,Nordeste
261300,2007,0,Nordeste
261300,2010,0,Nordeste
261310,2007,0,Nordeste
261310,2010,0,Nordeste
261330,2007,0,Nordeste
261330,2010,0,Nordeste
261340,2007,0,Nordeste
261340,2010,0,Nordeste
261350,2007,0,Nordeste
261350,2010,0,Nordeste
261360,2007,0,Nordeste
261360,2010,0,Nordeste
261370,2007,0,Nordeste
261370,2010,0,Nordeste
261380,2007,0,Nordeste
261380,2010,0,Nordeste
261380,2010,0,Nordeste
261380,2010,0,Nordeste
261380,2010,0,Nordeste
261390,2007,0,Nordeste
261390,2010,0,Nordeste
261400,2007,0,Nordeste
261400,2010,0,Nordeste
261410,2007,0,Nordeste
261410,2010,0,Nordeste
261420,2007,0,Nordeste
261420,2010,0,Nordeste
261430,2007,0,Nordeste
261430,2010,0,Nordeste
261440,2007,0,Nordeste
261440,2010,0,Nordeste
261450,2007,0,Nordeste
261450,2010,0,Nordeste
261460,2007,0,Nordeste
261460,2010,0,Nordeste
261470,2007,0,Nordeste
261470,2010,0,Nordeste
261480,2007,0,Nordeste
261480,2010,0,Nordeste
261485,2007,0,Nordeste
261485,2010,0,Nordeste
261500,2007,0,Nordeste
261500,2010,0,Nordeste
261510,2007,0,Nordeste
261510,2010,0,Nordeste
261530,2007,0,Nordeste
261530,2010,0,Nordeste
261540,2007,0,Nordeste
261540,2010,0,Nordeste
261550,2007,0,Nordeste
261550,2010,0,Nordeste
261580,2007,0,Nordeste
261580,2010,0,Nordeste
261590,2007,0,Nordeste
261590,2010,0,Nordeste
261600,2007,0,Nordeste
261600,2010,0,Nordeste
261610,2007,0,Nordeste
261610,2010,0,Nordeste
261618,2007,0,Nordeste
261618,2010,0,Nordeste
261620,2007,0,Nordeste
261620,2010,0,Nordeste
261630,2007,0,Nordeste
261630,2010,0,Nordeste
261640,2007,0,Nordeste
261640,2010,0,Nordeste
261650,2007,0,Nordeste
261650,2010,0,Nordeste
270010,2007,0,Nordeste
270010,2010,0,Nordeste
270010,2010,0,Nordeste
270010,2010,0,Nordeste
270010,2010,0,Nordeste
270010,2010,0,Nordeste
270010,2010,0,Nordeste
270010,2010,0,Nordeste
270010,2010,0,Nordeste
270010,2010,0,Nordeste
270020,2007,0,Nordeste
270020,2010,0,Nordeste
270030,2007,0,Nordeste
270030,2010,0,Nordeste
270050,2007,0,Nordeste
270050,2010,0,Nordeste
270060,2007,0,Nordeste
270060,2010,0,Nordeste
270060,2010,0,Nordeste
270060,2010,0,Nordeste
270060,2010,0,Nordeste
270070,2007,0,Nordeste
270070,2010,0,Nordeste
270070,2010,0,Nordeste
270070,2010,0,Nordeste
270070,2010,0,Nordeste
270080,2007,0,Nordeste
270080,2010,0,Nordeste
270080,2010,0,Nordeste
270080,2010,0,Nordeste
270080,2010,0,Nordeste
270080,2010,0,Nordeste
270080,2010,0,Nordeste
270080,2010,0,Nordeste
270080,2010,0,Nordeste
270080,2010,0,Nordeste
270090,2007,0,Nordeste
270090,2010,0,Nordeste
270100,2007,0,Nordeste
270100,2010,0,Nordeste
270110,2007,0,Nordeste
270110,2010,0,Nordeste
270120,2007,0,Nordeste
270120,2010,0,Nordeste
270130,2007,0,Nordeste
270130,2010,0,Nordeste
270160,2007,0,Nordeste
270160,2010,0,Nordeste
270180,2007,0,Nordeste
270180,2010,0,Nordeste
270190,2007,0,Nordeste
270190,2010,0,Nordeste
270200,2007,0,Nordeste
270200,2010,0,Nordeste
270210,2007,0,Nordeste
270210,2010,0,Nordeste
270220,2007,0,Nordeste
270220,2010,0,Nordeste
270230,2007,0,Nordeste
270230,2010,0,Nordeste
270235,2007,0,Nordeste
270235,2010,0,Nordeste
270240,2007,0,Nordeste
270240,2010,0,Nordeste
270250,2007,0,Nordeste
270250,2010,0,Nordeste
270255,2007,0,Nordeste
270255,2010,0,Nordeste
270260,2007,0,Nordeste
270260,2010,0,Nordeste
270270,2007,0,Nordeste
270270,2010,0,Nordeste
270280,2007,0,Nordeste
270280,2010,0,Nordeste
270290,2007,0,Nordeste
270290,2010,0,Nordeste
270300,2007,0,Nordeste
270300,2010,0,Nordeste
270310,2007,0,Nordeste
270310,2010,0,Nordeste
270320,2007,0,Nordeste
270320,2010,0,Nordeste
270330,2007,0,Nordeste
270330,2010,0,Nordeste
270340,2007,0,Nordeste
270340,2010,0,Nordeste
270350,2007,0,Nordeste
270350,2010,0,Nordeste
270360,2007,0,Nordeste
270360,2010,0,Nordeste
